XM
1296.407966
1296.976626
1298.401045
1299.26107
1299.897028
1301.22864
1302.00287
1302.676874
1304.097464
1304.342713
1305.711997
1306.425581
1307.688206
1309.064391
1309.203015
1311.132771
1311.512545
1312.339229
1313.487722
1314.792223
1315.837002
1317.276889
1317.65958
1319.246323
1319.535083
1320.963038
1322.521771
1323.460426
1324.783332
1325.148867
1326.652126
1327.560616
1328.767012
1329.230357
1330.186809
1331.875797
1332.796644
1333.870043
1333.447393
1334.831966
1335.290588
1337.001439
1337.746011
1339.145677
1339.685697
1340.539852
1341.051277
1342.711266
1343.789496
1344.321109
1345.267053
1346.602504
1347.269633
1348.853697
1349.271322
1350.564038
1350.888693
1353.046441
1353.849218
1354.607686
1356.040342
1357.045325
1358.10334
1358.290646
1359.650256
1359.948509
1361.533144
1362.719489
1362.359709
1363.904859
1364.956682
1365.613313
1367.431122
1367.568161
1368.691518
1368.661464
1371.299327
1372.210515
1373.064497
1373.95307
1375.262761
1376.083421
1376.801126
1377.764104
1378.627908
1380.170206
1380.684751
1381.743934
1383.14118
1383.970678
1385.718412
1385.689898
1386.813086
1387.620535
1388.82867
1390.669631
1391.421201
1392.391118
1392.988309
1393.786677
1394.753593
1396.015289
1398.120105
1399.477178
1399.693015
1400.11086
1402.057942
1403.04714
1403.755528
1404.263439
1406.256262
1406.694256
1407.576085
1408.840963
1409.881789
1410.238276
1412.10411
1412.865533
1413.942024
1414.505336
1414.746917
1416.598456
1417.916247
1418.715533
1420.072914
1420.304075
1421.779745
1423.791664
1423.9435
1424.948426
1425.5385
1427.343933
1427.975288
1428.105051
1429.037244
1430.595946
1431.915917
1433.35506
1433.674237
1434.034015
1435.753082
1437.319948
1438.598762
1439.169738
1440.698109
1440.835984
1441.634704
1443.031571
1443.955807
1445.595314
1445.990038
1446.206564
1447.433875
1448.850868
1449.547308
1451.435439
1453.027276
1453.951597
1454.547047
1455.511021
1456.336227
1457.481182
1458.266347
1459.364492
1459.841382
1460.397647
1462.482981
1463.704155
1464.326389
1465.697052
1466.291755
1467.433314
1468.788043
1470.848554
1471.094632
1472.26309
1473.717986
1474.754472
1474.590412
1475.37507
1476.134012
1477.377067
1478.2681
1479.351443
1480.310299
1481.95196
1483.271286
1483.792879
1484.257247
1486.10315
1486.737893
1487.089092
1488.793525
1489.421959
1490.899435
